epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,36.1957,0.84672,0.67805,1.01987,0.28779,0.66667,0.24761,0.13656,1.58142,5.77567,1.33927,0.000747152,0.000747152,0.000747152
26,37.5472,0.73593,0.65921,0.97542,0.22343,0.55556,0.20673,0.10927,1.48314,7.70959,1.24833,0.00076755,0.00076755,0.00076755
27,38.9381,0.89511,0.71885,1.0459,0.35312,0.55556,0.28918,0.14957,1.44399,4.63607,1.2457,0.000787156,0.000787156,0.000787156
28,40.1035,0.85125,0.67297,1.01387,0.35312,0.55556,0.28918,0.14957,1.44399,4.63607,1.2457,0.00080597,0.00080597,0.00080597
29,41.4151,0.91882,0.75843,1.00992,0.39162,0.38889,0.38608,0.23717,1.43696,3.36229,1.25688,0.000823992,0.000823992,0.000823992
30,42.7283,0.7774,0.65252,0.98167,0.30568,0.33333,0.24778,0.12579,1.57199,3.32661,1.38556,0.000841222,0.000841222,0.000841222
31,43.9478,0.87147,0.66769,1.00156,0.30568,0.33333,0.24778,0.12579,1.57199,3.32661,1.38556,0.00085766,0.00085766,0.00085766
32,45.1926,0.8264,0.73893,1.04467,0.14313,0.38889,0.12811,0.06158,1.71706,4.84248,1.48005,0.000873306,0.000873306,0.000873306
33,46.5348,0.85571,0.70197,1.02353,0.11645,0.55556,0.09873,0.05113,1.75435,7.08048,1.55874,0.00088816,0.00088816,0.00088816
34,47.7294,0.84029,0.70332,1.04339,0.11645,0.55556,0.09873,0.05113,1.75435,7.08048,1.55874,0.000902222,0.000902222,0.000902222
35,49.0981,0.86418,0.65608,1.01959,0.24718,0.27778,0.14214,0.08351,1.72674,3.36497,1.57124,0.000915492,0.000915492,0.000915492
36,50.7407,0.90894,0.73131,1.05566,0.92158,0.27778,0.37124,0.22867,1.91837,1.92416,1.70603,0.00092797,0.00092797,0.00092797
37,51.9418,0.82745,0.66539,1.00762,0.92158,0.27778,0.37124,0.22867,1.91837,1.92416,1.70603,0.000939656,0.000939656,0.000939656
38,53.2923,0.80136,0.67742,1.03571,0.60237,0.33333,0.37393,0.22682,2.03791,2.04706,1.8996,0.00095055,0.00095055,0.00095055
39,54.7067,0.77579,0.64907,0.99365,0.35285,0.27778,0.26536,0.17798,2.07603,2.36288,1.96897,0.000960652,0.000960652,0.000960652
40,55.8697,0.85329,0.72052,1.0181,0.35285,0.27778,0.26536,0.17798,2.07603,2.36288,1.96897,0.000969962,0.000969962,0.000969962
41,57.5066,0.72147,0.71683,1.00624,0.28688,0.16667,0.08978,0.05386,2.34664,3.82727,2.02375,0.00097848,0.00097848,0.00097848
42,59.0844,0.78523,0.57836,1.01473,0.15663,0.16667,0.05078,0.02123,2.72289,5.92403,2.33152,0.000986206,0.000986206,0.000986206
43,60.3395,0.71244,0.61445,0.97537,0.15663,0.16667,0.05078,0.02123,2.72289,5.92403,2.33152,0.00099314,0.00099314,0.00099314
44,61.6625,0.82327,0.62044,1.01437,0.19559,0.16667,0.05214,0.01426,2.96418,4.98163,2.46499,0.000999282,0.000999282,0.000999282
45,62.8418,0.849,0.64379,1.05649,0.19559,0.16667,0.05214,0.01426,2.96418,4.98163,2.46499,0.00100463,0.00100463,0.00100463
46,64.2414,0.88212,0.73043,0.99422,0.25074,0.22222,0.08334,0.03973,2.86142,4.33135,2.33583,0.00100919,0.00100919,0.00100919
47,65.4317,0.74135,0.56914,0.97699,0.25074,0.22222,0.08334,0.03973,2.86142,4.33135,2.33583,0.00101296,0.00101296,0.00101296
48,66.838,0.69929,0.56131,0.97327,0.12718,0.16667,0.05083,0.03655,2.59512,4.4116,2.20941,0.00101593,0.00101593,0.00101593
49,68.0817,0.75929,0.65846,0.99484,0.12718,0.16667,0.05083,0.03655,2.59512,4.4116,2.20941,0.00101811,0.00101811,0.00101811
50,69.6069,0.69738,0.54914,0.95948,0.41661,0.05556,0.06774,0.04888,2.6816,4.29227,2.22674,0.0010195,0.0010195,0.0010195
51,70.7974,0.77205,0.56292,0.94428,0.41661,0.05556,0.06774,0.04888,2.6816,4.29227,2.22674,0.00101,0.00101,0.00101
52,72.1058,0.7874,0.58987,1.00502,0.24646,0.05556,0.02331,0.01823,2.63168,4.51103,2.30103,0.0009902,0.0009902,0.0009902
53,73.4142,0.77095,0.61772,0.99736,0.24646,0.05556,0.02331,0.01823,2.63168,4.51103,2.30103,0.0009704,0.0009704,0.0009704
54,75.0875,0.73934,0.60113,0.95626,0.16683,0.05556,0.01725,0.01186,2.64019,4.65148,2.34375,0.0009506,0.0009506,0.0009506
55,76.4088,0.84176,0.65353,1.01264,0.16683,0.05556,0.01725,0.01186,2.64019,4.65148,2.34375,0.0009308,0.0009308,0.0009308
56,77.7662,0.67321,0.5648,0.9936,0.18369,0.05556,0.01793,0.0113,2.73502,4.47581,2.3595,0.000911,0.000911,0.000911
57,78.9967,0.77982,0.56357,0.98895,0.18369,0.05556,0.01793,0.0113,2.73502,4.47581,2.3595,0.0008912,0.0008912,0.0008912
58,80.3258,0.63621,0.53535,1.01209,0.24578,0.05556,0.04534,0.02932,2.72342,3.87507,2.26511,0.0008714,0.0008714,0.0008714
59,81.5023,0.67835,0.55845,0.96236,0.24578,0.05556,0.04534,0.02932,2.72342,3.87507,2.26511,0.0008516,0.0008516,0.0008516
60,82.88,0.67512,0.68149,1.00445,0.45316,0.05556,0.08222,0.05737,2.63858,3.68042,2.16029,0.0008318,0.0008318,0.0008318
61,83.9964,0.69316,0.52775,0.90623,0.45316,0.05556,0.08222,0.05737,2.63858,3.68042,2.16029,0.000812,0.000812,0.000812
62,85.2955,0.70951,0.60335,1.02929,0.49313,0.05556,0.08688,0.06088,2.60918,3.68569,2.12193,0.0007922,0.0007922,0.0007922
63,86.484,0.72382,0.56253,0.98106,0.49313,0.05556,0.08688,0.06088,2.60918,3.68569,2.12193,0.0007724,0.0007724,0.0007724
64,87.8238,0.76105,0.57187,0.99197,0.08531,0.27778,0.06298,0.04091,2.60555,4.00582,2.08012,0.0007526,0.0007526,0.0007526
65,88.9478,0.66556,0.557,0.96099,0.08531,0.27778,0.06298,0.04091,2.60555,4.00582,2.08012,0.0007328,0.0007328,0.0007328
66,90.2281,0.71813,0.61739,0.96786,0.19542,0.22222,0.09653,0.04918,2.42188,3.54129,1.96489,0.000713,0.000713,0.000713
67,91.4355,0.70781,0.55371,0.99365,0.19542,0.22222,0.09653,0.04918,2.42188,3.54129,1.96489,0.0006932,0.0006932,0.0006932
68,92.7372,0.71239,0.53233,1.01352,0.22107,0.33333,0.16462,0.09591,2.33272,2.64117,1.89565,0.0006734,0.0006734,0.0006734
69,93.9311,0.79507,0.69992,1.00349,0.22107,0.33333,0.16462,0.09591,2.33272,2.64117,1.89565,0.0006536,0.0006536,0.0006536
70,95.253,0.70136,0.53751,0.99513,0.44388,0.33333,0.28194,0.18964,2.02355,2.41352,1.67373,0.0006338,0.0006338,0.0006338
71,96.4487,0.78868,0.60426,1.00127,0.44388,0.33333,0.28194,0.18964,2.02355,2.41352,1.67373,0.000614,0.000614,0.000614
72,97.7165,0.85159,0.59269,1.0113,0.54711,0.38889,0.35163,0.20805,1.87239,2.18918,1.522,0.0005942,0.0005942,0.0005942
73,98.8283,0.70505,0.49792,0.93252,0.54711,0.38889,0.35163,0.20805,1.87239,2.18918,1.522,0.0005744,0.0005744,0.0005744
74,100.113,0.79535,0.60894,1.01272,0.58516,0.38889,0.39857,0.2284,1.75492,1.91296,1.44399,0.0005546,0.0005546,0.0005546
75,101.265,0.66222,0.4948,0.90739,0.58516,0.38889,0.39857,0.2284,1.75492,1.91296,1.44399,0.0005348,0.0005348,0.0005348
76,102.572,0.65167,0.52728,0.98539,0.53801,0.5,0.43593,0.26366,1.6358,1.84701,1.39555,0.000515,0.000515,0.000515
77,104.002,0.66176,0.51368,0.95329,0.53801,0.5,0.43593,0.26366,1.6358,1.84701,1.39555,0.0004952,0.0004952,0.0004952
78,105.328,0.63291,0.51164,0.9438,0.57104,0.55556,0.48511,0.31419,1.56814,1.80478,1.37619,0.0004754,0.0004754,0.0004754
79,106.589,0.67023,0.51371,0.94085,0.57104,0.55556,0.48511,0.31419,1.56814,1.80478,1.37619,0.0004556,0.0004556,0.0004556
80,108.014,0.7296,0.54006,0.97075,0.54485,0.59904,0.49846,0.32582,1.5048,1.78895,1.34828,0.0004358,0.0004358,0.0004358
81,109.215,0.62636,0.47215,0.88419,0.54485,0.59904,0.49846,0.32582,1.5048,1.78895,1.34828,0.000416,0.000416,0.000416
82,110.557,0.67319,0.52134,0.96715,0.5677,0.61111,0.49914,0.33191,1.49509,1.78451,1.3531,0.0003962,0.0003962,0.0003962
83,111.706,0.59145,0.51269,0.94992,0.5677,0.61111,0.49914,0.33191,1.49509,1.78451,1.3531,0.0003764,0.0003764,0.0003764
84,113.025,0.58644,0.48486,0.93835,0.57471,0.61111,0.50379,0.33486,1.47024,1.74551,1.35602,0.0003566,0.0003566,0.0003566
85,114.182,0.68512,0.50902,0.94869,0.57471,0.61111,0.50379,0.33486,1.47024,1.74551,1.35602,0.0003368,0.0003368,0.0003368
86,115.58,0.64227,0.5176,0.95943,0.62684,0.55556,0.51953,0.34683,1.48055,1.72786,1.36681,0.000317,0.000317,0.000317
87,116.762,0.71407,0.52644,0.97457,0.62684,0.55556,0.51953,0.34683,1.48055,1.72786,1.36681,0.0002972,0.0002972,0.0002972
88,118.121,0.69188,0.49083,0.94219,0.64672,0.71234,0.60727,0.40362,1.47779,1.60269,1.35921,0.0002774,0.0002774,0.0002774
89,119.317,0.64997,0.46239,0.95613,0.64672,0.71234,0.60727,0.40362,1.47779,1.60269,1.35921,0.0002576,0.0002576,0.0002576
90,120.608,0.60284,0.4969,0.93516,0.7447,0.66667,0.66356,0.41316,1.47685,1.50282,1.34866,0.0002378,0.0002378,0.0002378
91,121.76,0.48428,0.40597,0.84887,0.7447,0.66667,0.66356,0.41316,1.47685,1.50282,1.34866,0.000218,0.000218,0.000218
92,123.071,0.53117,0.45894,0.93099,0.86419,0.70778,0.69863,0.39984,1.47729,1.40246,1.34702,0.0001982,0.0001982,0.0001982
93,124.273,0.47739,0.44506,0.86815,0.86419,0.70778,0.69863,0.39984,1.47729,1.40246,1.34702,0.0001784,0.0001784,0.0001784
94,125.504,0.52715,0.42381,0.9161,0.86552,0.71553,0.70146,0.3993,1.46014,1.36421,1.34476,0.0001586,0.0001586,0.0001586
95,126.669,0.45014,0.38284,0.85514,0.86552,0.71553,0.70146,0.3993,1.46014,1.36421,1.34476,0.0001388,0.0001388,0.0001388
96,127.944,0.52801,0.41824,0.91336,0.81031,0.72222,0.69034,0.41209,1.46566,1.33825,1.34593,0.000119,0.000119,0.000119
97,129.078,0.46269,0.38008,0.88721,0.81031,0.72222,0.69034,0.41209,1.46566,1.33825,1.34593,9.92e-05,9.92e-05,9.92e-05
98,130.355,0.53884,0.47045,0.92567,0.79657,0.72222,0.69103,0.41227,1.46786,1.32165,1.33978,7.94e-05,7.94e-05,7.94e-05
99,131.49,0.50803,0.41873,0.88876,0.79657,0.72222,0.69103,0.41227,1.46786,1.32165,1.33978,5.96e-05,5.96e-05,5.96e-05
100,132.731,0.4804,0.39164,0.82666,0.79186,0.72222,0.69305,0.40535,1.47239,1.3151,1.33822,3.98e-05,3.98e-05,3.98e-05
